@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Bahrain,5/12/2020,5531,295,258.714,9,1,0.143,3163.654,168.736,147.981,5.148,0.572,0.082,1.37,?,?,?,?,?,?,?,?,197898,7118,113.195,4.071,6057,3.465,0.0427,23.4,'units unclear'
Bahrain,5/13/2020,5816,285,268.857,10,1,0.286,3326.67,163.016,153.782,5.72,0.572,0.163,1.34,?,?,?,?,?,?,?,?,205570,7672,117.583,4.388,6461,3.696,0.0416,24,'units unclear'
Bahrain,5/14/2020,6198,382,285.571,10,0,0.286,3545.168,218.499,163.343,5.72,0,0.163,1.31,?,?,?,?,?,?,?,?,211127,5557,120.762,3.179,6393,3.657,0.0447,22.4,'units unclear'
Bahrain,5/15/2020,6583,385,305.571,12,2,0.571,3765.383,220.215,174.783,6.864,1.144,0.327,1.27,?,?,?,?,?,?,?,?,222542,11415,127.291,6.529,7198,4.117,0.0425,23.6,'units unclear'
Bahrain,5/16/2020,6747,164,281.857,12,0,0.571,3859.189,93.806,161.218,6.864,0,0.327,1.22,?,?,?,?,?,?,?,?,230188,7646,131.664,4.373,7405,4.236,0.0381,26.3,'units unclear'
Bahrain,5/17/2020,6956,209,287.857,12,0,0.571,3978.734,119.545,164.65,6.864,0,0.327,1.19,?,?,?,?,?,?,?,?,236828,6640,135.462,3.798,7543,4.314,0.0382,26.2,'units unclear'
Bahrain,5/18/2020,7184,228,278.286,12,0,0.571,4109.146,130.413,159.175,6.864,0,0.327,1.18,?,?,?,?,?,?,?,?,243031,6203,139.01,3.548,7464,4.269,0.0373,26.8,'units unclear'
Bahrain,5/19/2020,7532,348,285.857,12,0,0.429,4308.197,199.051,163.506,6.864,0,0.245,1.18,?,?,?,?,?,?,?,?,248205,5174,141.97,2.959,7187,4.111,0.0398,25.1,'units unclear'
Bahrain,5/20/2020,7888,356,296,12,0,0.286,4511.824,203.627,169.308,6.864,0,0.163,1.16,?,?,?,?,?,?,?,?,255633,7428,146.218,4.249,7152,4.091,0.0414,24.2,'units unclear'
Bahrain,5/21/2020,8174,286,282.286,12,0,0.286,4675.412,163.588,161.463,6.864,0,0.163,1.14,?,?,?,?,?,?,?,?,?,?,?,?,7326,4.19,0.0385,26,'units unclear'
Bahrain,5/22/2020,8414,240,261.571,12,0,0,4812.689,137.277,149.615,6.864,0,0,1.13,?,?,?,?,?,?,?,?,269179,?,153.967,?,6662,3.811,0.0393,25.5,'units unclear'
Bahrain,5/23/2020,8802,388,293.571,13,1,0.143,5034.619,221.931,167.919,7.436,0.572,0.082,1.14,?,?,?,?,?,?,?,?,276552,7373,158.184,4.217,6623,3.788,0.0443,22.6,'units unclear'
Bahrain,5/24/2020,9138,336,311.714,14,1,0.286,5226.807,192.187,178.296,8.008,0.572,0.163,1.12,?,?,?,?,?,?,?,?,281204,4652,160.845,2.661,6339,3.626,0.0492,20.3,'units unclear'
Bahrain,5/25/2020,9171,33,283.857,14,0,0.286,5245.682,18.876,162.362,8.008,0,0.163,1.1,?,?,?,?,?,?,?,?,283884,2680,162.378,1.533,5836,3.338,0.0486,20.6,'units unclear'
Bahrain,5/26/2020,9366,195,262,14,0,0.286,5357.219,111.537,149.86,8.008,0,0.163,1.12,?,?,?,?,?,?,?,?,286223,2339,163.716,1.338,5431,3.106,0.0482,20.7,'units unclear'
Bahrain,5/27/2020,9692,326,257.714,15,1,0.429,5543.687,186.467,147.409,8.58,0.572,0.245,1.17,?,?,?,?,?,?,?,?,291127,4904,166.521,2.805,5071,2.901,0.0508,19.7,'units unclear'
Bahrain,5/28/2020,10052,360,268.286,15,0,0.429,5749.602,205.915,153.456,8.58,0,0.245,1.21,?,?,?,?,?,?,?,?,297873,6746,170.379,3.859,5067,2.898,0.0529,18.9,'units unclear'
Bahrain,5/29/2020,10449,397,290.714,15,0,0.429,5976.68,227.078,166.284,8.58,0,0.245,1.25,?,?,?,?,?,?,?,?,304179,6306,173.986,3.607,5000,2.86,0.0581,17.2,'units unclear'
Bahrain,5/30/2020,10793,344,284.429,17,2,0.571,6173.443,196.763,162.689,9.724,1.144,0.327,1.28,?,?,?,?,?,?,?,?,309573,5394,177.071,3.085,4717,2.698,0.0603,16.6,'units unclear'
Bahrain,5/31/2020,11398,605,322.857,19,2,0.714,6519.495,346.051,184.67,10.868,1.144,0.409,1.3,?,?,?,?,?,?,?,?,316807,7234,181.209,4.138,5086,2.909,0.0635,15.8,'units unclear'
Bahrain,6/1/2020,11871,473,385.714,19,0,0.714,6790.044,270.549,220.623,10.868,0,0.409,1.29,?,?,?,?,?,?,?,?,323162,6355,184.844,3.635,5611,3.209,0.0687,14.5,'units unclear'
Bahrain,6/2/2020,12311,440,420.714,19,0,0.714,7041.718,251.674,240.643,10.868,0,0.409,1.27,?,?,?,?,?,?,?,?,330733,7571,189.175,4.331,6359,3.637,0.0662,15.1,'units unclear'
Bahrain,6/3/2020,12815,504,446.143,20,1,0.714,7329.999,288.281,255.187,11.44,0.572,0.409,1.25,?,?,?,?,?,?,?,?,337773,7040,193.201,4.027,6664,3.812,0.0669,14.9,'units unclear'
Bahrain,6/4/2020,13296,481,463.429,21,1,0.857,7605.124,275.125,265.075,12.012,0.572,0.49,1.24,?,?,?,?,?,?,?,?,345337,7564,197.528,4.327,6781,3.879,0.0683,14.6,'units unclear'
Bahrain,6/5/2020,13835,539,483.714,22,1,1,7913.424,308.3,276.678,12.584,0.572,0.572,1.22,?,?,?,?,?,?,?,?,354122,8785,202.553,5.025,7135,4.081,0.0678,14.8,'units unclear'
Bahrain,6/6/2020,14383,548,512.857,24,2,1,8226.872,313.448,293.347,13.728,1.144,0.572,1.2,?,?,?,?,?,?,?,?,361376,7254,206.702,4.149,7400,4.233,0.0693,14.4,'units unclear'
Bahrain,6/7/2020,14763,380,480.714,26,2,1,8444.227,217.355,274.962,14.872,1.144,0.572,1.18,?,?,?,?,?,?,?,?,367056,5680,209.951,3.249,7178,4.106,0.067,14.9,'units unclear'
Bahrain,6/8/2020,15417,654,506.571,27,1,1.143,8818.306,374.079,289.752,15.444,0.572,0.654,1.16,?,?,?,?,?,?,?,?,374362,7306,214.13,4.179,7314,4.184,0.0693,14.4,'units unclear'
Bahrain,6/9/2020,15731,314,488.571,29,2,1.429,8997.909,179.604,279.456,16.588,1.144,0.817,1.13,?,?,?,?,?,?,?,?,378235,3873,216.345,2.215,6786,3.881,0.072,13.9,'units unclear'
Bahrain,6/10/2020,16200,469,483.571,31,2,1.571,9266.171,268.261,276.596,17.732,1.144,0.899,1.12,?,?,?,?,?,?,?,?,386134,7899,220.863,4.518,6909,3.952,0.07,14.3,'units unclear'
Bahrain,6/11/2020,16667,467,481.571,34,3,1.857,9533.288,267.117,275.452,19.448,1.716,1.062,1.12,?,?,?,?,?,?,?,?,393910,7776,225.311,4.448,6939,3.969,0.0694,14.4,'units unclear'
Bahrain,6/12/2020,17269,602,490.571,36,2,2,9877.624,344.335,280.6,20.591,1.144,1.144,1.12,?,?,?,?,?,?,?,?,403036,9126,230.531,5.22,6988,3.997,0.0702,14.2,'units unclear'
Bahrain,6/13/2020,17713,444,475.714,37,1,1.857,10131.585,253.962,272.102,21.163,0.572,1.062,1.12,?,?,?,?,?,?,?,?,410842,7806,234.996,4.465,7067,4.042,0.0673,14.9,'units unclear'
Bahrain,6/14/2020,18227,514,494.857,42,5,2.286,10425.586,294.001,283.051,24.023,2.86,1.307,1.12,?,?,?,?,?,?,?,?,418413,7571,239.326,4.331,7337,4.197,0.0674,14.8,'units unclear'
Bahrain,6/15/2020,19013,786,513.714,46,4,2.714,10875.167,449.581,293.837,26.311,2.288,1.553,1.11,?,?,?,?,?,?,?,?,425192,6779,243.204,3.877,7261,4.153,0.0707,14.1,'units unclear'
Bahrain,6/16/2020,19553,540,546,47,1,2.571,11184.039,308.872,312.304,26.883,0.572,1.471,1.08,?,?,?,?,?,?,?,?,438080,12888,250.576,7.372,8549,4.89,0.0639,15.7,'units unclear'
Bahrain,6/17/2020,19961,408,537.286,49,2,2.571,11417.41,233.37,307.32,28.027,1.144,1.471,1.06,?,?,?,?,?,?,?,?,?,?,?,?,8584,4.91,0.0626,16,'units unclear'
Bahrain,6/18/2020,20430,469,537.571,55,6,3,11685.671,268.261,307.483,31.459,3.432,1.716,1.04,?,?,?,?,?,?,?,?,454368,?,259.892,?,8637,4.94,0.0622,16.1,'units unclear'
Bahrain,6/19/2020,20916,486,521,57,2,3,11963.656,277.985,298.005,32.603,1.144,1.716,1.04,?,?,?,?,?,?,?,?,?,?,?,?,8479,4.85,0.0614,16.3,'units unclear'
Bahrain,6/20/2020,21331,415,516.857,60,3,3.286,12201.03,237.374,295.635,34.319,1.716,1.879,1.04,?,?,?,?,?,?,?,?,470409,?,269.067,?,8510,4.868,0.0607,16.5,'units unclear'
Bahrain,6/21/2020,21764,433,505.286,63,3,3,12448.7,247.67,289.016,36.035,1.716,1.716,1.05,?,?,?,?,?,?,?,?,?,?,?,?,8521,4.874,0.0593,16.9,'units unclear'
Bahrain,6/22/2020,22407,643,484.857,65,2,2.714,12816.487,367.787,277.331,37.179,1.144,1.553,1.06,?,?,?,?,?,?,?,?,485715,?,277.822,?,8646,4.945,0.0561,17.8,'units unclear'
Bahrain,6/23/2020,23062,655,501.286,67,2,2.857,13191.138,374.651,286.728,38.323,1.144,1.634,1.06,?,?,?,?,?,?,?,?,?,?,?,?,7399,4.232,0.0678,14.8,'units unclear'
Bahrain,6/24/2020,23570,508,515.571,69,2,2.857,13481.706,290.569,294.9,39.467,1.144,1.634,1.05,?,?,?,?,?,?,?,?,494028,?,282.577,?,6829,3.906,0.0755,13.2,'units unclear'
Bahrain,6/25/2020,24081,511,521.571,71,2,2.286,13773.991,292.285,298.331,40.611,1.144,1.307,1.05,?,?,?,?,?,?,?,?,502763,8735,287.573,4.996,6914,3.955,0.0754,13.3,'units unclear'
Bahrain,6/26/2020,24805,724,555.571,73,2,2.286,14188.109,414.118,317.779,41.755,1.144,1.307,1.04,?,?,?,?,?,?,?,?,511458,8695,292.547,4.973,7010,4.01,0.0793,12.6,'units unclear'
Bahrain,6/27/2020,25267,462,562.286,78,5,2.571,14452.366,264.257,321.619,44.615,2.86,1.471,1.03,?,?,?,?,?,?,?,?,521101,9643,298.062,5.516,7242,4.142,0.0776,12.9,'units unclear'
Bahrain,6/28/2020,25705,438,563,83,5,2.857,14702.896,250.53,322.028,47.475,2.86,1.634,1.02,?,?,?,?,?,?,?,?,529242,8141,302.719,4.657,7311,4.182,0.077,13,'units unclear'
Bahrain,6/29/2020,26239,534,547.429,84,1,2.714,15008.337,305.44,313.121,48.047,0.572,1.553,1.01,?,?,?,?,?,?,?,?,536516,7274,306.88,4.161,7257,4.151,0.0754,13.3,'units unclear'
Bahrain,6/30/2020,26758,519,528,87,3,2.857,15305.197,296.861,302.009,49.763,1.716,1.634,1.01,?,?,?,?,?,?,?,?,545125,8609,311.804,4.924,7893,4.515,0.0669,14.9,'units unclear'
Bahrain,7/1/2020,27414,656,549.143,92,5,3.286,15680.42,375.223,314.102,52.623,2.86,1.879,1.01,?,?,?,?,?,?,?,?,554239,9114,317.017,5.213,8602,4.92,0.0638,15.7,'units unclear'
Bahrain,7/2/2020,27837,423,536.571,94,2,3.286,15922.37,241.95,306.911,53.767,1.144,1.879,0.99,?,?,?,?,?,?,?,?,564365,10126,322.809,5.792,8800,5.033,0.061,16.4,'units unclear'
Bahrain,7/3/2020,28410,573,515,95,1,3.143,16250.118,327.748,294.573,54.339,0.572,1.798,0.99,?,?,?,?,?,?,?,?,574105,9740,328.38,5.571,8950,5.119,0.0575,17.4,'units unclear'
Bahrain,7/4/2020,28857,447,512.857,96,1,2.571,16505.796,255.678,293.347,54.911,0.572,1.471,0.99,?,?,?,?,?,?,?,?,584070,9965,334.08,5.7,8996,5.146,0.057,17.5,'units unclear'
Bahrain,7/5/2020,29367,510,523.143,97,1,2,16797.508,291.713,299.23,55.483,0.572,1.144,0.99,?,?,?,?,?,?,?,?,602151,18081,344.422,10.342,10416,5.958,0.0502,19.9,'units unclear'
Bahrain,7/6/2020,29821,454,511.714,98,1,2,17057.19,259.682,292.693,56.055,0.572,1.144,0.99,?,?,?,?,?,?,?,?,612096,9945,350.11,5.688,10797,6.176,0.0474,21.1,'units unclear'
Bahrain,7/7/2020,30321,500,509,98,0,1.571,17343.183,285.993,291.141,56.055,0,0.899,0.99,?,?,?,?,?,?,?,?,?,?,?,?,10900,6.235,0.0467,21.4,'units unclear'
Bahrain,7/8/2020,30931,610,502.429,98,0,0.857,17692.094,348.911,287.382,56.055,0,0.49,1,?,?,?,?,?,?,?,?,630753,?,360.782,?,10931,6.252,0.046,21.8,'units unclear'
Bahrain,7/9/2020,31528,597,527.286,103,5,1.286,18033.57,341.476,301.6,58.915,2.86,0.735,0.99,?,?,?,?,?,?,?,?,?,?,?,?,10160,5.811,0.0519,19.3,'units unclear'
Bahrain,7/10/2020,32039,511,518.429,104,1,1.286,18325.855,292.285,296.534,59.487,0.572,0.735,0.98,?,?,?,?,?,?,?,?,640219,?,366.196,?,9445,5.402,0.0549,18.2,'units unclear'
Bahrain,7/11/2020,32470,431,516.143,104,0,1.143,18572.381,246.526,295.226,59.487,0,0.654,0.98,?,?,?,?,?,?,?,?,649020,8801,371.23,5.034,9279,5.307,0.0556,18,'units unclear'
Bahrain,7/12/2020,32941,471,510.571,108,4,1.571,18841.786,269.405,292.04,61.774,2.288,0.899,0.98,?,?,?,?,?,?,?,?,656659,7639,375.6,4.369,7787,4.454,0.0656,15.3,'units unclear'
Bahrain,7/13/2020,33476,535,522.143,109,1,1.571,19147.798,306.012,298.658,62.346,0.572,0.899,0.97,?,?,?,?,?,?,?,?,666248,9589,381.084,5.485,7736,4.425,0.0675,14.8,'units unclear'
Bahrain,7/14/2020,34078,602,536.714,111,2,1.857,19492.134,344.335,306.993,63.49,1.144,1.062,0.97,?,?,?,?,?,?,?,?,675451,9203,386.348,5.264,7718,4.415,0.0695,14.4,'units unclear'
Bahrain,7/15/2020,34560,482,518.429,117,6,2.714,19767.831,275.697,296.534,66.922,3.432,1.553,0.95,?,?,?,?,?,?,?,?,685318,9867,391.992,5.644,7795,4.459,0.0665,15,'units unclear'
Bahrain,7/16/2020,35084,524,508,121,4,2.571,20067.552,299.721,290.569,69.21,2.288,1.471,0.94,?,?,?,?,?,?,?,?,693539,8221,396.694,4.702,8293,4.743,0.0613,16.3,'units unclear'
Bahrain,7/17/2020,35473,389,490.571,124,3,2.857,20290.054,222.502,280.6,70.926,1.716,1.634,0.93,?,?,?,?,?,?,?,?,703002,9463,402.107,5.413,8969,5.13,0.0547,18.3,'units unclear'
Bahrain,7/18/2020,36004,531,504.857,124,0,2.857,20593.779,303.724,288.771,70.926,0,1.634,0.93,?,?,?,?,?,?,?,?,710686,7684,406.502,4.395,8809,5.039,0.0573,17.4,'units unclear'
Bahrain,7/19/2020,36422,418,497.286,126,2,2.571,20832.869,239.09,284.44,72.07,1.144,1.471,0.91,?,?,?,?,?,?,?,?,717723,7037,410.527,4.025,8723,4.989,0.057,17.5,'units unclear'
Bahrain,7/20/2020,36936,514,494.286,128,2,2.714,21126.869,294.001,282.724,73.214,1.144,1.553,0.9,?,?,?,?,?,?,?,?,726140,8417,415.342,4.814,8556,4.894,0.0578,17.3,'units unclear'
Bahrain,7/21/2020,37316,380,462.571,129,1,2.571,21344.224,217.355,264.584,73.786,0.572,1.471,0.88,?,?,?,?,?,?,?,?,744694,18554,425.954,10.613,9892,5.658,0.0468,21.4,'units unclear'
