@relation DM1

@attribute location {Bahrain,Egypt,Iran,Iraq,Jordan,Kuwait,Lebanon,Morocco,Oman,Palestine,Qatar,'Saudi Arabia',Syria,'United Arab Emirates',Yemen}
@attribute date {2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020,8/1/2020,8/2/2020,8/3/2020,8/4/2020,8/5/2020,8/6/2020,8/7/2020,8/8/2020,8/9/2020,8/10/2020,8/11/2020,8/12/2020,8/13/2020,8/14/2020,8/15/2020,8/16/2020,8/17/2020,8/18/2020,8/19/2020,8/20/2020,8/21/2020,8/22/2020,8/23/2020,8/24/2020,8/25/2020,8/26/2020,8/27/2020,8/28/2020,8/29/2020,8/30/2020,8/31/2020,9/1/2020,9/2/2020,9/3/2020,9/4/2020,9/5/2020,9/6/2020,9/7/2020,9/8/2020,9/9/2020,9/10/2020,9/11/2020,9/12/2020,9/13/2020,9/14/2020,9/15/2020,9/16/2020,9/17/2020,9/18/2020,9/19/2020,9/20/2020,9/21/2020,9/22/2020,9/23/2020,9/24/2020,9/25/2020,9/26/2020,9/27/2020,9/28/2020,9/29/2020,9/30/2020,10/1/2020,10/2/2020,10/3/2020,10/4/2020,10/5/2020,10/6/2020,10/7/2020,10/8/2020,10/9/2020,10/10/2020,10/11/2020,10/12/2020,10/13/2020,10/14/2020,10/15/2020,10/16/2020,10/17/2020,10/18/2020,10/19/2020,10/20/2020,10/21/2020,10/22/2020,10/23/2020,10/24/2020,10/25/2020,10/26/2020,10/27/2020,10/28/2020,10/29/2020,10/30/2020,10/31/2020,11/1/2020,11/2/2020,11/3/2020,11/4/2020,11/5/2020,11/6/2020,11/7/2020,11/8/2020,11/9/2020,11/10/2020,11/11/2020,11/12/2020,11/13/2020,11/14/2020,11/15/2020,11/16/2020,11/17/2020,11/18/2020,11/19/2020,11/20/2020,11/21/2020,11/22/2020,11/23/2020,11/24/2020,11/25/2020,11/26/2020,11/27/2020,11/28/2020,11/29/2020,11/30/2020,12/1/2020,12/2/2020,12/3/2020,12/4/2020,12/5/2020,12/6/2020,12/7/2020,12/8/2020,12/9/2020,12/10/2020,12/11/2020,12/12/2020,12/13/2020,12/14/2020,12/15/2020,12/16/2020,12/17/2020,12/18/2020,12/19/2020,12/20/2020,12/21/2020,12/22/2020,12/23/2020,12/24/2020,12/25/2020,12/26/2020,12/27/2020,12/28/2020,12/29/2020,12/30/2020,12/31/2020,1/1/2021,1/2/2021,1/3/2021,1/4/2021,1/5/2021,1/6/2021,1/7/2021,1/8/2021,1/9/2021,1/10/2021,1/11/2021,1/12/2021,1/13/2021,1/14/2021,1/15/2021,1/16/2021,1/17/2021,1/18/2021,1/19/2021,1/20/2021,1/21/2021,1/22/2021,1/23/2021,1/24/2021,1/25/2021,1/26/2021,1/27/2021,1/28/2021,1/29/2021,1/30/2021,1/31/2021,2/1/2021,2/2/2021,2/3/2021,2/4/2021,2/5/2021,2/6/2021,2/7/2021,2/8/2021,2/9/2021,2/10/2021,2/11/2021,2/12/2021,2/13/2021,2/14/2021,2/15/2021,2/16/2021,2/17/2021,2/18/2021,2/19/2021,2/20/2021,2/21/2021,2/22/2021,2/23/2021,2/24/2021,2/25/2021,2/26/2021,2/27/2021,2/28/2021,3/1/2021,3/2/2021,3/3/2021,3/4/2021,3/5/2021,3/6/2021,3/7/2021,3/8/2021,3/9/2021,3/10/2021,3/11/2021,3/12/2021,3/13/2021,3/14/2021,3/15/2021,3/16/2021,3/17/2021,3/18/2021,3/19/2021,3/20/2021,3/21/2021,3/22/2021,3/23/2021,3/24/2021,3/25/2021,3/26/2021,3/27/2021,3/28/2021,3/29/2021,3/30/2021,3/31/2021,4/1/2021,4/2/2021,4/3/2021,4/4/2021,4/5/2021,4/6/2021,4/7/2021,4/8/2021,4/9/2021,4/10/2021,4/11/2021,4/12/2021,4/13/2021,4/14/2021,4/15/2021,4/16/2021,4/17/2021,4/18/2021,4/19/2021,4/20/2021,4/21/2021,4/22/2021,4/23/2021,4/24/2021,4/25/2021,4/26/2021,4/27/2021,4/28/2021,4/29/2021,4/30/2021,5/1/2021,5/2/2021,5/3/2021,5/4/2021,5/5/2021,5/6/2021,5/7/2021,5/8/2021,5/9/2021,5/10/2021,5/11/2021,5/12/2021,5/13/2021,5/14/2021,5/15/2021,5/16/2021,5/17/2021,5/18/2021,5/19/2021,5/20/2021,5/21/2021,5/22/2021,5/23/2021,5/24/2021,5/25/2021,5/26/2021,5/27/2021,5/28/2021,5/29/2021,5/30/2021,5/31/2021,6/1/2021,6/2/2021,6/3/2021,6/4/2021,6/5/2021,6/6/2021,6/7/2021,6/8/2021,6/9/2021,6/10/2021,6/11/2021,6/12/2021,6/13/2021,6/14/2021,6/15/2021,6/16/2021,6/17/2021,6/18/2021,6/19/2021,6/20/2021,6/21/2021,6/22/2021,6/23/2021,6/24/2021,6/25/2021,6/26/2021,6/27/2021,6/28/2021,6/29/2021,6/30/2021,7/1/2021,7/2/2021,7/3/2021,7/4/2021,7/5/2021,7/6/2021,7/7/2021,7/8/2021,7/9/2021,7/10/2021,7/11/2021,7/12/2021,7/13/2021,7/14/2021,7/15/2021,7/16/2021,7/17/2021,7/18/2021,7/19/2021,7/20/2021,7/21/2021,7/22/2021,7/23/2021,7/24/2021,7/25/2021,7/26/2021,7/27/2021,7/28/2021,7/29/2021,7/30/2021,7/31/2021,8/1/2021,8/2/2021,8/3/2021,8/4/2021,8/5/2021,8/6/2021,8/7/2021,8/8/2021,8/9/2021,8/10/2021,8/11/2021,8/12/2021,8/13/2021,8/14/2021,8/15/2021,8/16/2021,8/17/2021,8/18/2021,8/19/2021,8/20/2021,8/21/2021,8/22/2021,8/23/2021,8/24/2021,8/25/2021,8/26/2021,8/27/2021,8/28/2021,8/29/2021,8/30/2021,8/31/2021,9/1/2021,9/2/2021,9/3/2021,9/4/2021,9/5/2021,9/6/2021,9/7/2021,9/8/2021,9/9/2021,9/10/2021,9/11/2021,9/12/2021,9/13/2021,9/14/2021,9/15/2021,9/16/2021,9/17/2021,9/18/2021,9/19/2021,9/20/2021,9/21/2021,9/22/2021,9/23/2021,9/24/2021,9/25/2021,9/26/2021,9/27/2021,9/28/2021,9/29/2021,9/30/2021,10/1/2021,10/2/2021,10/3/2021,10/4/2021,10/5/2021,10/6/2021,10/7/2021,10/8/2021,10/9/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/1/2021,11/2/2021,11/3/2021,11/4/2021,11/5/2021,11/6/2021,11/7/2021,11/8/2021,11/9/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/1/2021,12/2/2021,12/3/2021,12/4/2021,12/5/2021,12/6/2021,12/7/2021,12/8/2021,12/9/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021,1/1/2022,1/2/2022,1/3/2022,1/4/2022,1/5/2022,1/6/2022,1/7/2022,1/8/2022,1/9/2022,1/10/2022,1/11/2022,1/12/2022,1/13/2022,1/14/2022,1/15/2022,1/16/2022,1/17/2022,1/18/2022,1/19/2022,1/20/2022,1/21/2022,1/22/2022,1/23/2022,1/24/2022,1/25/2022,1/26/2022,1/27/2022,1/28/2022,1/29/2022,1/30/2022,1/31/2022,2/1/2022,2/2/2022,2/3/2022,2/4/2022,2/5/2022,2/6/2022,2/7/2022,2/8/2022,2/9/2022,2/10/2022,2/11/2022,2/12/2022,2/13/2022,2/14/2022,2/15/2022,2/16/2022,2/17/2022,2/18/2022,2/19/2022,2/20/2022,2/21/2022,2/22/2022,2/23/2022,2/24/2022,2/25/2022,2/26/2022,2/27/2022,2/28/2022,3/1/2022,3/2/2022,3/3/2022,3/4/2022,3/5/2022,3/6/2022,3/7/2022,3/8/2022,3/9/2022,3/10/2022,3/11/2022,3/12/2022,3/13/2022,3/14/2022,3/15/2022,3/16/2022,3/17/2022,3/18/2022,3/19/2022,3/20/2022,3/21/2022,3/22/2022,3/23/2022,3/24/2022,3/25/2022,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020}
@attribute total_cases numeric
@attribute new_cases numeric
@attribute new_cases_smoothed numeric
@attribute total_deaths numeric
@attribute new_deaths numeric
@attribute new_deaths_smoothed numeric
@attribute total_cases_per_million numeric
@attribute new_cases_per_million numeric
@attribute new_cases_smoothed_per_million numeric
@attribute total_deaths_per_million numeric
@attribute new_deaths_per_million numeric
@attribute new_deaths_smoothed_per_million numeric
@attribute reproduction_rate numeric
@attribute icu_patients string
@attribute icu_patients_per_million string
@attribute hosp_patients string
@attribute hosp_patients_per_million string
@attribute weekly_icu_admissions string
@attribute weekly_icu_admissions_per_million string
@attribute weekly_hosp_admissions string
@attribute weekly_hosp_admissions_per_million string
@attribute total_tests numeric
@attribute new_tests numeric
@attribute total_tests_per_thousand numeric
@attribute new_tests_per_thousand numeric
@attribute new_tests_smoothed numeric
@attribute new_tests_smoothed_per_thousand numeric
@attribute positive_rate numeric
@attribute tests_per_case numeric
@attribute tests_units {'units unclear','tests performed','people tested'}

@data
Qatar,6/24/2021,221378,105,150.429,587,1,0.857,75542.121,35.83,51.332,200.305,0.341,0.292,0.78,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/25/2021,221465,87,136.571,588,1,0.857,75571.809,29.688,46.603,200.647,0.341,0.292,0.75,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/26/2021,221590,125,128.143,588,0,0.857,75614.463,42.654,43.727,200.647,0,0.292,0.82,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/27/2021,221692,102,127.429,588,0,0.714,75649.27,34.806,43.483,200.647,0,0.244,0.86,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/28/2021,221810,118,125.714,588,0,0.714,75689.535,40.266,42.898,200.647,0,0.244,0.89,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/29/2021,221953,143,119.143,588,0,0.571,75738.332,48.797,40.656,200.647,0,0.195,0.92,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,6/30/2021,222071,118,114,590,2,0.571,75778.598,40.266,38.901,201.329,0.682,0.195,0.92,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/1/2021,222217,146,119.857,591,1,0.571,75828.418,49.82,40.9,201.67,0.341,0.195,0.97,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/2/2021,222350,133,126.429,591,0,0.429,75873.803,45.384,43.142,201.67,0,0.146,0.95,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/3/2021,222453,103,123.286,592,1,0.571,75908.95,35.147,42.07,202.012,0.341,0.195,0.92,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/4/2021,222574,121,126,592,0,0.571,75950.24,41.29,42.996,202.012,0,0.195,0.92,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/5/2021,222667,93,122.429,593,1,0.714,75981.975,31.735,41.777,202.353,0.341,0.244,0.87,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/6/2021,222760,93,115.286,594,1,0.857,76013.709,31.735,39.34,202.694,0.341,0.292,0.89,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/7/2021,222918,158,121,596,2,0.857,76067.625,53.915,41.29,203.377,0.682,0.292,0.99,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/8/2021,223031,113,116.286,598,2,1,76106.184,38.56,39.681,204.059,0.682,0.341,0.98,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/9/2021,223175,144,117.857,598,0,1,76155.322,49.138,40.217,204.059,0,0.341,1,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/10/2021,223272,97,117,599,1,1,76188.422,33.1,39.925,204.4,0.341,0.341,0.97,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/11/2021,223358,86,112,599,0,1,76217.769,29.346,38.218,204.4,0,0.341,0.98,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/12/2021,223504,146,119.571,599,0,0.857,76267.589,49.82,40.802,204.4,0,0.292,1.06,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/13/2021,223646,142,126.571,599,0,0.714,76316.045,48.455,43.191,204.4,0,0.244,1.07,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/14/2021,223780,134,123.143,599,0,0.429,76361.77,45.726,42.021,204.4,0,0.146,1.03,?,?,?,?,?,?,?,?,?,?,?,?,287,0.098,?,?,'tests performed'
Qatar,7/15/2021,223911,131,125.714,599,0,0.143,76406.472,44.702,42.898,204.4,0,0.049,1.02,?,?,?,?,?,?,?,?,449354,24928,153.336,8.506,287,0.098,?,?,'tests performed'
Qatar,7/16/2021,224044,133,124.143,599,0,0.143,76451.856,45.384,42.362,204.4,0,0.049,1.03,?,?,?,?,?,?,?,?,471007,21653,160.724,7.389,3339,1.139,?,?,'tests performed'
Qatar,7/17/2021,224160,116,126.857,599,0,0,76491.44,39.583,43.288,204.4,0,0,1.02,?,?,?,?,?,?,?,?,489622,18615,167.077,6.352,5957,2.033,?,?,'tests performed'
Qatar,7/18/2021,224278,118,131.429,599,0,0,76531.706,40.266,44.848,204.4,0,0,1.01,?,?,?,?,?,?,?,?,509751,20129,173.945,6.869,8792,3,?,?,'tests performed'
Qatar,7/19/2021,224402,124,128.286,599,0,0,76574.019,42.313,43.776,204.4,0,0,0.99,?,?,?,?,?,?,?,?,529885,20134,180.816,6.87,11627,3.968,?,?,'tests performed'
Qatar,7/20/2021,224510,108,123.429,599,0,0,76610.872,36.853,42.118,204.4,0,0,0.99,?,?,?,?,?,?,?,?,544994,15109,185.972,5.156,13745,4.69,?,?,'tests performed'
Qatar,7/21/2021,224638,128,122.571,600,1,0.143,76654.551,43.678,41.826,204.742,0.341,0.049,1.05,?,?,?,?,?,?,?,?,564057,19063,192.476,6.505,16427,5.605,?,?,'tests performed'
Qatar,7/22/2021,224834,196,131.857,600,0,0.143,76721.433,66.882,44.994,204.742,0,0.049,1.15,?,?,?,?,?,?,?,?,578759,14702,197.493,5.017,18486,6.308,?,?,'tests performed'
Qatar,7/23/2021,224948,114,129.143,600,0,0.143,76760.334,38.901,44.068,204.742,0,0.049,1.07,?,?,?,?,?,?,?,?,594754,15995,202.951,5.458,17678,6.032,?,?,'tests performed'
Qatar,7/24/2021,225072,124,130.286,600,0,0.143,76802.647,42.313,44.458,204.742,0,0.049,1.09,?,?,?,?,?,?,?,?,612246,17492,208.92,5.969,17518,5.978,?,?,'tests performed'
Qatar,7/25/2021,225198,126,131.429,600,0,0.143,76845.643,42.996,44.848,204.742,0,0.049,1.13,?,?,?,?,?,?,?,?,629486,17240,214.803,5.883,17105,5.837,?,?,'tests performed'
Qatar,7/26/2021,225376,178,139.143,600,0,0.143,76906.383,60.74,47.481,204.742,0,0.049,1.19,?,?,?,?,?,?,?,?,644506,15020,219.929,5.125,16374,5.587,?,?,'tests performed'
Qatar,7/27/2021,225522,146,144.571,600,0,0.143,76956.203,49.82,49.333,204.742,0,0.049,1.2,?,?,?,?,?,?,?,?,664974,20468,226.913,6.984,17140,5.849,?,?,'tests performed'
Qatar,7/28/2021,225747,225,158.429,601,1,0.143,77032.981,76.778,54.062,205.083,0.341,0.049,1.24,?,?,?,?,?,?,?,?,?,?,?,?,15724,5.366,?,?,'tests performed'
Qatar,7/29/2021,225905,158,153,601,0,0.143,77086.896,53.915,52.209,205.083,0,0.049,1.15,?,?,?,?,?,?,?,?,683280,18306,233.16,6.247,14932,5.095,?,?,'tests performed'
Qatar,7/30/2021,226077,172,161.286,601,0,0.143,77145.589,58.693,55.036,205.083,0,0.049,1.13,?,?,?,?,?,?,?,?,701948,18668,239.53,6.37,15313,5.225,?,?,'tests performed'
Qatar,7/31/2021,226239,162,166.714,601,0,0.143,77200.869,55.28,56.889,205.083,0,0.049,1.12,?,?,?,?,?,?,?,?,719043,17095,245.363,5.833,15257,5.206,?,?,'tests performed'
Qatar,8/1/2021,226390,151,170.286,601,0,0.143,77252.396,51.527,58.108,205.083,0,0.049,1.08,?,?,?,?,?,?,?,?,736965,17922,251.479,6.116,15354,5.239,?,?,'tests performed'
Qatar,8/2/2021,226540,150,166.286,601,0,0.143,77303.581,51.185,56.743,205.083,0,0.049,1.04,?,?,?,?,?,?,?,?,757085,20120,258.345,6.866,16083,5.488,?,?,'tests performed'
Qatar,8/3/2021,226710,170,169.714,601,0,0.143,77361.591,58.01,57.913,205.083,0,0.049,1.06,?,?,?,?,?,?,?,?,776704,19619,265.039,6.695,15961,5.446,?,?,'tests performed'
Qatar,8/4/2021,226874,164,161,601,0,0,77417.554,55.963,54.939,205.083,0,0,1.07,?,?,?,?,?,?,?,?,795241,18537,271.365,6.325,17302,5.904,?,?,'tests performed'
Qatar,8/5/2021,227055,181,164.286,601,0,0,77479.318,61.764,56.06,205.083,0,0,1.14,?,?,?,?,?,?,?,?,815936,20695,278.427,7.062,18951,6.467,?,?,'tests performed'
Qatar,8/6/2021,227273,218,170.857,601,0,0,77553.707,74.389,58.303,205.083,0,0,1.22,?,?,?,?,?,?,?,?,836498,20562,285.443,7.016,19221,6.559,?,?,'tests performed'
Qatar,8/7/2021,227472,199,176.143,601,0,0,77621.613,67.906,60.106,205.083,0,0,1.25,?,?,?,?,?,?,?,?,856367,19869,292.223,6.78,19618,6.694,?,?,'tests performed'
Qatar,8/8/2021,227689,217,185.571,601,0,0,77695.661,74.048,63.324,205.083,0,0,1.24,?,?,?,?,?,?,?,?,875144,18777,298.631,6.407,19740,6.736,?,?,'tests performed'
Qatar,8/9/2021,227899,210,194.143,601,0,0,77767.321,71.66,66.249,205.083,0,0,1.18,?,?,?,?,?,?,?,?,896866,21722,306.043,7.412,19969,6.814,?,?,'tests performed'
Qatar,8/10/2021,228119,220,201.286,601,0,0,77842.393,75.072,68.686,205.083,0,0,1.16,?,?,?,?,?,?,?,?,919577,22711,313.793,7.75,20410,6.965,?,?,'tests performed'
Qatar,8/11/2021,228346,227,210.286,601,0,0,77919.853,77.461,71.757,205.083,0,0,1.13,?,?,?,?,?,?,?,?,941539,21962,321.287,7.494,20900,7.132,?,?,'tests performed'
Qatar,8/12/2021,228543,197,212.571,601,0,0,77987.077,67.223,72.537,205.083,0,0,1.1,?,?,?,?,?,?,?,?,963141,21602,328.658,7.371,21029,7.176,?,?,'tests performed'
Qatar,8/13/2021,228787,244,216.286,601,0,0,78070.338,83.262,73.804,205.083,0,0,1.13,?,?,?,?,?,?,?,?,986924,23783,336.774,8.116,21489,7.333,?,?,'tests performed'
Qatar,8/14/2021,228981,194,215.571,601,0,0,78136.538,66.2,73.561,205.083,0,0,1.12,?,?,?,?,?,?,?,?,1009174,22250,344.366,7.592,21830,7.449,?,?,'tests performed'
Qatar,8/15/2021,229168,187,211.286,601,0,0,78200.349,63.811,72.098,205.083,0,0,1.12,?,?,?,?,?,?,?,?,1033889,24715,352.8,8.434,22678,7.739,?,?,'tests performed'
Qatar,8/16/2021,229428,260,218.429,601,0,0,78289.07,88.721,74.536,205.083,0,0,1.15,?,?,?,?,?,?,?,?,1063165,29276,362.79,9.99,23757,8.107,?,?,'tests performed'
Qatar,8/17/2021,229697,269,225.429,601,0,0,78380.863,91.792,76.924,205.083,0,0,1.16,?,?,?,?,?,?,?,?,1091907,28742,372.598,9.808,24619,8.401,?,?,'tests performed'
Qatar,8/18/2021,229915,218,224.143,601,0,0,78455.252,74.389,76.486,205.083,0,0,1.12,?,?,?,?,?,?,?,?,1117794,25887,381.431,8.834,25179,8.592,?,?,'tests performed'
Qatar,8/19/2021,230221,306,239.714,601,0,0,78559.671,104.418,81.799,205.083,0,0,1.13,?,?,?,?,?,?,?,?,1145397,27603,390.851,9.419,26037,8.885,?,?,'tests performed'
Qatar,8/20/2021,230442,221,236.429,601,0,0,78635.084,75.413,80.678,205.083,0,0,1.06,?,?,?,?,?,?,?,?,1170133,24736,399.291,8.441,26173,8.931,?,?,'tests performed'
Qatar,8/21/2021,230632,190,235.857,601,0,0,78699.919,64.835,80.483,205.083,0,0,1.03,?,?,?,?,?,?,?,?,1195247,25114,407.861,8.57,26582,9.071,?,?,'tests performed'
Qatar,8/22/2021,230837,205,238.429,601,0,0,78769.872,69.953,81.36,205.083,0,0,1.04,?,?,?,?,?,?,?,?,1216130,20883,414.987,7.126,26034,8.884,?,?,'tests performed'
Qatar,8/23/2021,231126,289,242.571,601,0,0,78868.489,98.617,82.774,205.083,0,0,1.05,?,?,?,?,?,?,?,?,1240992,24862,423.471,8.484,25404,8.669,?,?,'tests performed'
Qatar,8/24/2021,231343,217,235.143,601,0,0,78942.537,74.048,80.239,205.083,0,0,0.99,?,?,?,?,?,?,?,?,1267031,26039,432.356,8.885,25018,8.537,?,?,'tests performed'
Qatar,8/25/2021,231559,216,234.857,601,0,0,79016.244,73.707,80.142,205.083,0,0,0.96,?,?,?,?,?,?,?,?,1295631,28600,442.116,9.759,25405,8.669,?,?,'tests performed'
Qatar,8/26/2021,231792,233,224.429,601,0,0,79095.752,79.508,76.583,205.083,0,0,0.95,?,?,?,?,?,?,?,?,1321752,26121,451.029,8.913,25194,8.597,?,?,'tests performed'
Qatar,8/27/2021,232004,212,223.143,602,1,0.143,79168.094,72.342,76.144,205.424,0.341,0.049,0.93,?,?,?,?,?,?,?,?,1349196,27444,460.394,9.365,25580,8.729,?,?,'tests performed'
Qatar,8/28/2021,232187,183,222.143,602,0,0.143,79230.54,62.446,75.803,205.424,0,0.049,0.92,?,?,?,?,?,?,?,?,1377355,28159,470.003,9.609,26015,8.877,?,?,'tests performed'
Qatar,8/29/2021,232366,179,218.429,602,0,0.143,79291.622,61.081,74.536,205.424,0,0.049,0.9,?,?,?,?,?,?,?,?,1403846,26491,479.043,9.04,26817,9.151,?,?,'tests performed'
Qatar,8/30/2021,232571,205,206.429,602,0,0.143,79361.575,69.953,70.441,205.424,0,0.049,0.86,?,?,?,?,?,?,?,?,1435932,32086,489.992,10.949,27849,9.503,?,?,'tests performed'
Qatar,8/31/2021,232744,173,200.143,602,0,0.143,79420.609,59.034,68.296,205.424,0,0.049,0.84,?,?,?,?,?,?,?,?,1464654,28722,499.793,9.801,28232,9.634,?,?,'tests performed'
Qatar,9/1/2021,232910,166,193,602,0,0.143,79477.254,56.645,65.859,205.424,0,0.049,0.83,?,?,?,?,?,?,?,?,1492664,28010,509.351,9.558,28148,9.605,?,?,'tests performed'
Qatar,9/2/2021,233087,177,185,602,0,0.143,79537.653,60.399,63.129,205.424,0,0.049,0.85,?,?,?,?,?,?,?,?,1521787,29123,519.288,9.938,28576,9.751,?,?,'tests performed'
Qatar,9/3/2021,233280,193,182.286,602,0,0,79603.511,65.859,62.202,205.424,0,0,0.89,?,?,?,?,?,?,?,?,1552101,30314,529.633,10.344,28986,9.891,?,?,'tests performed'
Qatar,9/4/2021,233437,157,178.571,602,0,0,79657.085,53.574,60.935,205.424,0,0,0.88,?,?,?,?,?,?,?,?,1578660,26559,538.695,9.063,28758,9.813,?,?,'tests performed'
Qatar,9/5/2021,233567,130,171.571,602,0,0,79701.446,44.361,58.546,205.424,0,0,0.87,?,?,?,?,?,?,?,?,1600873,22213,546.275,7.58,28147,9.605,?,?,'tests performed'
Qatar,9/6/2021,233756,189,169.286,603,1,0.143,79765.939,64.494,57.766,205.765,0.341,0.049,0.88,?,?,?,?,?,?,?,?,1628645,27772,555.752,9.477,27530,9.394,?,?,'tests performed'
Qatar,9/7/2021,233928,172,169.143,604,1,0.286,79824.632,58.693,57.718,206.106,0.341,0.097,0.88,?,?,?,?,?,?,?,?,1655654,27009,564.969,9.216,27286,9.311,?,?,'tests performed'
Qatar,9/8/2021,234093,165,169,604,0,0.286,79880.936,56.304,57.669,206.106,0,0.097,0.85,?,?,?,?,?,?,?,?,1682711,27057,574.201,9.233,27150,9.265,?,?,'tests performed'
Qatar,9/9/2021,234236,143,164.143,604,0,0.286,79929.733,48.797,56.011,206.106,0,0.097,0.82,?,?,?,?,?,?,?,?,1708776,26065,583.096,8.894,26713,9.115,?,?,'tests performed'
